,date,track,race_number,race_name,market_id,selection_id,selection_name,model_odds,market_name,result,matched_volume,bsp,best_back_1m,best_back_5m,win,model_prob,market_odds
906,2021-02-19,SUNSHINE COAST,7,R7 1200m CL1,1.179464672,38125406,15. Violation,4.8,R7 1200m CL1,LOSER,117957.48,1.77,1.91,1.76,0,0.20833333333333334,0.5649717514124294
907,2021-02-19,SUNSHINE COAST,7,R7 1200m CL1,1.179464672,35430442,16. Sentimental Miss,113.03,R7 1200m CL1,LOSER,877.98,85.0,75,80,0,0.008847208705653366,0.011764705882352941
908,2021-02-19,SUNSHINE COAST,7,R7 1200m CL1,1.179464672,13042506,17. Brown Lines,184.53,R7 1200m CL1,LOSER,156.66,720.0,230,400,0,0.005419173034194982,0.001388888888888889
909,2021-02-19,SUNSHINE COAST,7,R7 1200m CL1,1.179464672,38535089,10. Rozeira,23.37,R7 1200m CL1,LOSER,2795.94,32.52,22,34,0,0.042789901583226354,0.030750307503075027
910,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,1283057,3. Redstone,2.34,R8 1600m Hcap,LOSER,56286.67,2.24,2.4,2.4,0,0.4273504273504274,0.4464285714285714
911,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,22660255,4. Ipso Nem Felek,11.41,R8 1600m Hcap,LOSER,7757.14,8.84,6.8,8.6,0,0.0876424189307625,0.11312217194570136
912,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,10692482,5. Walkinshaw,33.54,R8 1600m Hcap,LOSER,6383.94,15.25,12,11.5,0,0.02981514609421586,0.06557377049180328
913,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,16342502,6. Oddfellow,9.97,R8 1600m Hcap,LOSER,13400.69,4.1,4.3,4.2,0,0.10030090270812436,0.24390243902439027
914,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,23389483,7. Instruments,45.03,R8 1600m Hcap,WINNER,4593.55,25.18,21,21,1,0.02220741727737064,0.03971405877680699
915,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,883573,9. Makeup,22.2,R8 1600m Hcap,LOSER,2318.41,27.0,21,25,0,0.04504504504504505,0.037037037037037035
916,2021-02-19,SUNSHINE COAST,8,R8 1600m Hcap,1.179464674,25294185,10. Der Sieger,65.52,R8 1600m Hcap,LOSER,3419.72,17.5,22,14.5,0,0.015262515262515264,0.05714285714285714
917,2021-02-19,TOWNSVILLE,1,R1 1400m CL5,1.179462416,11948325,1. Aberration,22.55,R1 1400m CL5,LOSER,529.22,63.31,36,60,0,0.044345898004434586,0.015795293002685198
918,2021-02-19,TOWNSVILLE,1,R1 1400m CL5,1.179462416,28561273,3. Hey Pal,2.4,R1 1400m CL5,WINNER,30167.78,2.26,2.06,2.24,1,0.4166666666666667,0.4424778761061947
919,2021-02-19,TOWNSVILLE,1,R1 1400m CL5,1.179462416,390232,4. Unshakeable,6.94,R1 1400m CL5,LOSER,2022.14,15.5,10.5,16,0,0.1440922190201729,0.06451612903225806
920,2021-02-19,TOWNSVILLE,1,R1 1400m CL5,1.179462416,778828,5. Overseas,2.89,R1 1400m CL5,LOSER,18943.19,2.24,2.64,2.3,0,0.3460207612456747,0.4464285714285714
921,2021-02-19,TOWNSVILLE,1,R1 1400m CL5,1.179462416,27464188,6. Tunero,21.05,R1 1400m CL5,LOSER,1749.45,20.91,26,19.5,0,0.047505938242280284,0.04782400765184122
922,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,17220360,5. Shadow Eclipse,87.47,R2 1400m Mdn,LOSER,761.84,48.0,60,48,0,0.011432491139819367,0.020833333333333332
923,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,19288769,6. Muzanboal Rouge,6.82,R2 1400m Mdn,LOSER,2295.08,14.5,9,12,0,0.14662756598240467,0.06896551724137931
924,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,38534972,7. Borromeo,4.15,R2 1400m Mdn,LOSER,6534.65,6.8,7.4,7.6,0,0.24096385542168672,0.14705882352941177
925,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,35879953,8. Exposed Secret,29.27,R2 1400m Mdn,LOSER,1125.51,30.0,21,26,0,0.0341646737273659,0.03333333333333333
926,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,28310502,9. Marvellous Heart,53.58,R2 1400m Mdn,LOSER,2489.19,14.66,20,16.5,0,0.018663680477790223,0.06821282401091405
927,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,38534973,10. Potawatomi,5.7,R2 1400m Mdn,WINNER,23854.24,2.97,4.1,3.1,1,0.17543859649122806,0.33670033670033667
928,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,38466553,12. The Waiters Eye,101.98,R2 1400m Mdn,LOSER,332.87,95.0,65,100,0,0.009805844283192783,0.010526315789473684
929,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,5155585,13. Wrongly Accused,38.88,R2 1400m Mdn,LOSER,1479.61,27.2,29,28,0,0.025720164609053495,0.03676470588235294
930,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,28708415,1. Ticket To India,7.13,R2 1400m Mdn,LOSER,11877.32,7.43,6.2,6,0,0.1402524544179523,0.13458950201884254
931,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,27067842,2. New York Poet,41.89,R2 1400m Mdn,LOSER,425.66,65.0,46,55,0,0.023872045834328,0.015384615384615385
932,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,28014024,3. Stars At War,14.58,R2 1400m Mdn,LOSER,924.04,27.96,17,23,0,0.06858710562414266,0.035765379113018594
933,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,36782765,4. Hotbossan,28.3,R2 1400m Mdn,LOSER,943.4,32.0,21,30,0,0.0353356890459364,0.03125
934,2021-02-19,TOWNSVILLE,2,R2 1400m Mdn,1.179462418,22031827,11. Sneaky Gal,14.51,R2 1400m Mdn,LOSER,1336.9,18.0,12,15.5,0,0.06891798759476224,0.05555555555555555
935,2021-02-19,TOWNSVILLE,4,R4 1609m Hcap,1.179462422,3164392,5. Martial Art,26.17,R4 1609m Hcap,LOSER,1155.03,40.8,48,60,0,0.03821169277799006,0.02450980392156863
936,2021-02-19,TOWNSVILLE,4,R4 1609m Hcap,1.179462422,15051594,6. Honest Natalie,17.37,R4 1609m Hcap,LOSER,1516.23,24.48,22,30,0,0.05757052389176741,0.04084967320261438
937,2021-02-19,TOWNSVILLE,4,R4 1609m Hcap,1.179462422,27140907,7. Dont Cheat Charlie,25.06,R4 1609m Hcap,LOSER,912.03,31.01,30,38,0,0.03990422984836393,0.032247662044501774
938,2021-02-19,TOWNSVILLE,4,R4 1609m Hcap,1.179462422,16039188,3. Lefkas Island,4.62,R4 1609m Hcap,LOSER,29585.28,2.76,2.94,3.2,0,0.21645021645021645,0.3623188405797102
939,2021-02-19,TOWNSVILLE,4,R4 1609m Hcap,1.179462422,15845312,2. Dordogne,6.14,R4 1609m Hcap,WINNER,7468.45,6.41,8.2,8.8,1,0.16286644951140067,0.15600624024961
940,2021-02-19,TOWNSVILLE,4,R4 1609m Hcap,1.179462422,12110823,1. Jemadar,3.14,R4 1609m Hcap,LOSER,15394.87,2.73,4,3.9,0,0.3184713375796178,0.3663003663003663
941,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38214391,1. Alis Jab,4.09,R5 1200m 3yo,LOSER,13427.07,5.2,5,4.5,0,0.24449877750611249,0.1923076923076923
942,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38214393,3. Age Of Dawn,168.36,R5 1200m 3yo,LOSER,269.58,149.47,190,160,0,0.005939653124257543,0.006690305746972637
943,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534975,4. Deadly Diva,166.46,R5 1200m 3yo,WINNER,1397.27,110.36,180,170,1,0.0060074492370539466,0.009061254077564335
944,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534976,5. Delagos Girl,11.07,R5 1200m 3yo,LOSER,2537.05,16.29,17,17.5,0,0.09033423667570009,0.061387354205033766
945,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,35545895,6. Palate,3.03,R5 1200m 3yo,LOSER,54729.51,2.05,1.83,2.24,0,0.33003300330033003,0.48780487804878053
946,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,37455277,7. Dreaming High,28.01,R5 1200m 3yo,LOSER,2224.46,24.75,48,29,0,0.035701535166012134,0.04040404040404041
947,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534977,8. Rose Of Athens,49.06,R5 1200m 3yo,LOSER,1263.8,36.0,32,28,0,0.020383204239706482,0.027777777777777776
948,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534978,9. Better Than That,28.3,R5 1200m 3yo,LOSER,831.72,34.38,44,36,0,0.0353356890459364,0.029086678301337984
949,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,5089714,12. Half Evil,168.36,R5 1200m 3yo,LOSER,264.09,210.0,200,230,0,0.005939653124257543,0.004761904761904762
950,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534981,13. Miss Hinterland,163.22,R5 1200m 3yo,LOSER,91.42,450.0,200,330,0,0.006126700159294204,0.0022222222222222222
951,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,37794539,14. Sagittarius,16.49,R5 1200m 3yo,LOSER,3474.33,11.76,14,11,0,0.06064281382656156,0.08503401360544217
952,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,35819698,15. La Furioso,23.58,R5 1200m 3yo,LOSER,1850.0,27.09,38,30,0,0.04240882103477524,0.0369139904023625
953,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534982,16. Gold Revenge,163.9,R5 1200m 3yo,LOSER,72.33,762.1,250,460,0,0.0061012812690665035,0.001312163758037003
954,2021-02-19,TOWNSVILLE,5,R5 1200m 3yo,1.179462424,38534980,11. Dream Of Dubai,17.45,R5 1200m 3yo,LOSER,1745.91,22.23,36,20,0,0.05730659025787966,0.0449842555105713
955,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,36865532,1. Stolen Diamonds,5.77,R6 1400m Hcap,LOSER,3298.19,10.26,6.8,9.2,0,0.1733102253032929,0.09746588693957116
956,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,2236496,2. Corporal,12.2,R6 1400m Hcap,LOSER,3403.18,13.0,13,13,0,0.0819672131147541,0.07692307692307693
957,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,27482751,3. Indian Dancer,8.61,R6 1400m Hcap,LOSER,3803.25,8.46,8.4,8.2,0,0.11614401858304298,0.11820330969267138
958,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,38534986,4. Aritomo,16.83,R6 1400m Hcap,WINNER,3086.71,22.0,22,24,1,0.05941770647653001,0.045454545454545456
959,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,3750594,5. Trigger,4.93,R6 1400m Hcap,LOSER,28014.01,3.43,3.9,3.55,0,0.20283975659229211,0.29154518950437314
960,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,28369399,7. First Slip,6.77,R6 1400m Hcap,LOSER,6154.37,6.86,6.4,6.8,0,0.14771048744460857,0.14577259475218657
961,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,35372632,6. Purrfectionist,24.83,R6 1400m Hcap,LOSER,770.83,30.12,29,30,0,0.04027386226339106,0.033200531208499334
962,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,21676484,8. Crafty Girl,31.01,R6 1400m Hcap,LOSER,508.59,65.29,44,48,0,0.032247662044501774,0.015316281206922957
963,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,25188792,9. Moving Target,30.33,R6 1400m Hcap,LOSER,2810.56,13.5,13,14.5,0,0.032970656116056714,0.07407407407407407
964,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,36242011,10. Grey Top,21.01,R6 1400m Hcap,LOSER,1760.57,17.83,21,17.5,0,0.047596382674916705,0.05608524957936063
965,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,38534987,11. Ticket Keeper,25.95,R6 1400m Hcap,LOSER,1548.7,27.95,32,29,0,0.03853564547206166,0.03577817531305903
966,2021-02-19,TOWNSVILLE,6,R6 1400m Hcap,1.179462426,29065152,12. Self Imposed,36.91,R6 1400m Hcap,LOSER,754.13,52.67,55,48,0,0.027092928745597402,0.01898614011771407
967,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,21627300,2. Hemsted,10.21,R7 1400m Hcap,LOSER,4444.77,9.79,10.5,11.5,0,0.0979431929480901,0.10214504596527069
968,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,36011042,3. Conquering Judas,8.06,R7 1400m Hcap,LOSER,21903.81,5.13,5.8,5.2,0,0.12406947890818858,0.19493177387914232
969,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,11220532,4. Newstead,10.89,R7 1400m Hcap,LOSER,2246.74,15.0,14,16,0,0.09182736455463728,0.06666666666666667
970,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,25188749,5. Whitterick,12.95,R7 1400m Hcap,LOSER,1612.43,21.55,18.5,22,0,0.07722007722007722,0.04640371229698376
971,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,37996272,6. Belfast Lass,11.03,R7 1400m Hcap,LOSER,4627.72,10.74,16,16,0,0.09066183136899365,0.0931098696461825
972,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,3619248,7. Fox Street,20.71,R7 1400m Hcap,LOSER,4863.4,8.55,12,10.5,0,0.048285852245292124,0.11695906432748537
973,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,13214871,9. Rose Clip,8.93,R7 1400m Hcap,WINNER,26373.56,3.7,4,4.5,1,0.11198208286674133,0.27027027027027023
974,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,21559500,10. Murtallica,53.3,R7 1400m Hcap,LOSER,523.63,85.84,90,120,0,0.01876172607879925,0.011649580615097856
975,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,8542519,11. Star Singer,12.1,R7 1400m Hcap,LOSER,1999.84,21.0,19.5,26,0,0.08264462809917356,0.047619047619047616
976,2021-02-19,TOWNSVILLE,7,R7 1400m Hcap,1.179462428,23199587,8. My Girl Poppy,25.62,R7 1400m Hcap,LOSER,3929.78,13.15,16,13,0,0.039032006245121,0.07604562737642585
977,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,36685624,3. Sirfina,4.56,R9 1000m CL3,LOSER,5327.66,6.58,5.2,6,0,0.2192982456140351,0.1519756838905775
978,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,33755619,6. Rich Princess,16.35,R9 1000m CL3,LOSER,1635.25,36.39,36,34,0,0.061162079510703356,0.027480076944215445
979,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,4344881,7. Spirit In The Sky,23.69,R9 1000m CL3,LOSER,1872.88,18.08,23,18.5,0,0.04221190375685943,0.05530973451327434
980,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,38534991,8. Vienna Spirit,19.06,R9 1000m CL3,LOSER,3590.54,18.34,21,19.5,0,0.05246589716684156,0.05452562704471101
981,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,15708634,9. Purple Grey,29.28,R9 1000m CL3,LOSER,1120.1,44.65,32,36,0,0.03415300546448087,0.022396416573348264
982,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,38534992,10. Clifton County,190.86,R9 1000m CL3,LOSER,89.35,393.95,180,390,0,0.005239442523315519,0.002538393197106232
983,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,38534993,11. Could You Be Loved,188.71,R9 1000m CL3,LOSER,200.8,200.0,140,260,0,0.005299136240792751,0.005
984,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,16469084,12. Blazon Tales,29.04,R9 1000m CL3,LOSER,4846.87,12.89,17,17.5,0,0.03443526170798898,0.07757951900698215
985,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,38534994,13. Bonnezone,161.13,R9 1000m CL3,LOSER,164.97,279.1,150,300,0,0.006206168931918327,0.003582945180938731
986,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,38534990,2. Utah Get Me Two,2.96,R9 1000m CL3,LOSER,14760.73,4.46,4.7,4.5,0,0.33783783783783783,0.2242152466367713
987,2021-02-19,TOWNSVILLE,9,R9 1000m CL3,1.179462432,19944281,1. Sanglier,4.97,R9 1000m CL3,WINNER,37501.18,2.52,2.52,2.44,1,0.2012072434607646,0.3968253968253968
988,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38535315,13. Ilhabela,16.97,R1 1400m Mdn,LOSER,1069.61,32.0,19.5,21,0,0.05892751915144373,0.03125
989,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38535314,11. Petite La Femme,6.9,R1 1400m Mdn,LOSER,8032.51,6.59,6.4,6.2,0,0.14492753623188406,0.15174506828528073
990,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38535313,10. Regal Sun,49.14,R1 1400m Mdn,LOSER,718.79,68.94,60,60,0,0.02035002035002035,0.01450536698578474
991,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38535312,9. Le Grand Risque,23.59,R1 1400m Mdn,LOSER,2183.44,20.19,20,15,0,0.0423908435777872,0.04952947003467063
992,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38535311,8. Dont Show Me Up,17.01,R1 1400m Mdn,LOSER,4693.84,14.43,17.5,15,0,0.05878894767783656,0.0693000693000693
993,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38535310,7. Yardman,3.96,R1 1400m Mdn,LOSER,22144.57,3.38,3.8,3.5,0,0.25252525252525254,0.2958579881656805
994,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,38266869,5. Shyster,87.74,R1 1400m Mdn,LOSER,246.81,200.0,70,130,0,0.011397310234784592,0.005
995,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,28286743,4. Private Poet,22.17,R1 1400m Mdn,LOSER,2807.85,22.41,19.5,24,0,0.04510599909788002,0.04462293618920125
996,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,28224121,2. Tallinn,5.18,R1 1400m Mdn,LOSER,10397.05,5.5,6.2,6.2,0,0.19305019305019305,0.18181818181818182
997,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,28153011,1. Drama Free,10.35,R1 1400m Mdn,WINNER,10741.24,8.9,6.6,8.4,1,0.0966183574879227,0.11235955056179775
998,2021-02-20,ASCOT,1,R1 1400m Mdn,1.179463406,28776795,12. Prize Pennies,26.46,R1 1400m Mdn,LOSER,3260.88,21.0,17,20,0,0.03779289493575208,0.047619047619047616
999,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,38535317,4. Devine Beast,11.27,R2 1000m 3yo,LOSER,2156.31,22.64,19,24,0,0.08873114463176575,0.044169611307420496
1000,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,38535316,3. Island Charm,5.08,R2 1000m 3yo,LOSER,14978.43,4.74,4.4,4.1,0,0.19685039370078738,0.21097046413502107
1001,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,35609626,2. Our Boy Dylan,11.24,R2 1000m 3yo,LOSER,3098.73,14.94,13,17.5,0,0.08896797153024912,0.06693440428380187
1002,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,28274270,1. Charleton Eddie,4.84,R2 1000m 3yo,LOSER,21141.9,5.14,5.1,6,0,0.2066115702479339,0.19455252918287938
1003,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,38535318,7. Vadette De Star,5.07,R2 1000m 3yo,WINNER,27360.83,3.6,4,3.55,1,0.1972386587771203,0.2777777777777778
1004,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,28310612,6. Hells Belle,52.91,R2 1000m 3yo,LOSER,1383.82,41.87,38,44,0,0.0189000189000189,0.02388344877000239
1005,2021-02-20,ASCOT,2,R2 1000m 3yo,1.179463408,38448398,5. Fish Hook,5.17,R2 1000m 3yo,LOSER,15821.98,5.03,5.4,4.8,0,0.19342359767891684,0.19880715705765406
1006,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,38535332,12. Amasenus,7.45,R4 1100m Hcap,LOSER,14798.66,8.55,6.2,8.6,0,0.1342281879194631,0.11695906432748537
1007,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,38535331,11. Bos Taurus,181.51,R4 1100m Hcap,LOSER,163.51,335.99,210,250,0,0.005509338328466751,0.0029762790559242835
1008,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,38535330,10. Holy Ghost,18.27,R4 1100m Hcap,LOSER,3072.37,27.0,28,30,0,0.05473453749315818,0.037037037037037035
1009,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,38535329,9. Warfish,28.67,R4 1100m Hcap,LOSER,1681.45,44.77,65,42,0,0.034879665155214505,0.022336385972749607
1010,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,5400958,8. Classic Chant,63.5,R4 1100m Hcap,LOSER,1210.9,60.0,48,55,0,0.015748031496062992,0.016666666666666666
1011,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,22969539,7. City Circle,25.42,R4 1100m Hcap,LOSER,3292.41,36.41,46,32,0,0.03933910306845004,0.027464982147761607
1012,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,18100895,6. Round The Point,94.58,R4 1100m Hcap,LOSER,1189.29,50.0,46,44,0,0.010573059843518714,0.02
1013,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,27400484,5. Dark Mission,10.76,R4 1100m Hcap,LOSER,6960.75,15.03,17.5,16.5,0,0.0929368029739777,0.06653359946773121
1014,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,26735794,4. Cuballing,3.33,R4 1100m Hcap,WINNER,112535.68,2.06,2.08,1.98,1,0.3003003003003003,0.4854368932038835
1015,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,397786,3. Annihilator,17.36,R4 1100m Hcap,LOSER,3008.25,23.46,22,27,0,0.0576036866359447,0.042625745950554135
1016,2021-02-20,ASCOT,4,R4 1100m Hcap,1.179463412,21268648,1. Dons Legacy,6.12,R4 1100m Hcap,LOSER,17915.52,6.44,6.6,6.2,0,0.16339869281045752,0.15527950310559005
1017,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,37027829,13. Western Rhythm,13.01,R5 1500m Hcap,LOSER,2739.29,20.0,15.5,15,0,0.07686395080707148,0.05
1018,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,38535337,11. War Class,26.63,R5 1500m Hcap,LOSER,905.42,45.7,40,42,0,0.03755163349605708,0.02188183807439825
1019,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,38535336,10. King Cruzer,32.42,R5 1500m Hcap,LOSER,2491.28,24.79,30,26,0,0.030845157310302282,0.04033884630899556
1020,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,28153016,9. Belafonte Boy,173.82,R5 1500m Hcap,LOSER,483.65,120.17,95,130,0,0.005753077896674721,0.008321544478655239
1021,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,5509101,8. Bruce Almighty,14.27,R5 1500m Hcap,WINNER,9974.97,19.94,10,10,1,0.0700770847932726,0.05015045135406218
1022,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,38535335,7. All In Red,5.38,R5 1500m Hcap,LOSER,11363.07,6.43,5.3,7,0,0.1858736059479554,0.15552099533437014
1023,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,24217094,6. Rocknruler,184.25,R5 1500m Hcap,LOSER,309.94,279.52,150,390,0,0.005427408412483039,0.003577561534058386
1024,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,38535334,5. Double Spice,8.59,R5 1500m Hcap,LOSER,23461.51,4.5,6.6,5.4,0,0.11641443538998836,0.2222222222222222
1025,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,20741838,4. Pletto,4.29,R5 1500m Hcap,LOSER,32457.33,3.87,5.1,4.9,0,0.2331002331002331,0.25839793281653745
1026,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,38535333,3. Uncle Dick,9.52,R5 1500m Hcap,LOSER,4541.41,13.11,11.5,12.5,0,0.10504201680672269,0.07627765064836003
1027,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,28776801,2. Lukes Choice,14.94,R5 1500m Hcap,LOSER,3166.86,16.95,12,14,0,0.06693440428380187,0.058997050147492625
1028,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,28209274,1. Bombay Style,16.58,R5 1500m Hcap,LOSER,5894.41,11.5,12,12,0,0.06031363088057902,0.08695652173913043
1029,2021-02-20,ASCOT,5,R5 1500m Hcap,1.179463414,38448424,12. Advocator,177.27,R5 1500m Hcap,LOSER,266.6,150.0,140,100,0,0.005641112427370677,0.006666666666666667
1030,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,33970394,5. Proconsent,22.83,R6 1400m Hcap,LOSER,3670.53,19.68,29,22,0,0.043802014892685065,0.0508130081300813
1031,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,38276793,12. Trade Talk,88.63,R6 1400m Hcap,LOSER,318.53,200.0,200,230,0,0.01128286133363421,0.005
1032,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,35586970,10. Peppijack,25.86,R6 1400m Hcap,LOSER,1183.46,62.76,50,50,0,0.038669760247486466,0.015933715742511154
1033,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,26982604,9. Downforce,6.57,R6 1400m Hcap,LOSER,8046.19,10.39,9,9.4,0,0.15220700152207,0.09624639076034648
1034,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,35910792,8. Weaponson,6.75,R6 1400m Hcap,LOSER,10420.11,9.9,7.6,10,0,0.14814814814814814,0.10101010101010101
1035,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,13602465,7. Pretentious Chant,184.65,R6 1400m Hcap,LOSER,271.21,217.89,160,220,0,0.005415651232060655,0.004589471751801368
1036,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,16906745,6. Jeraft,11.78,R6 1400m Hcap,LOSER,5966.96,13.65,19,15,0,0.08488964346349746,0.07326007326007326
1037,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,27445570,4. Resortman,3.13,R6 1400m Hcap,LOSER,110783.45,1.91,1.92,1.93,0,0.3194888178913738,0.5235602094240838
1038,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,10420409,3. War God,31.04,R6 1400m Hcap,LOSER,3105.6,42.0,32,34,0,0.03221649484536083,0.023809523809523808
1039,2021-02-20,ASCOT,6,R6 1400m Hcap,1.179463416,12651274,2. Lorentinio,13.12,R6 1400m Hcap,WINNER,7671.36,24.0,25,23,1,0.07621951219512195,0.041666666666666664
