market_id,event_date,country,track,market_name,selection_id,selection_name,result,bsp,matched_volume
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997237,3. Bolt By,LOSER,3.97,29860.689999999995 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,35271468,4. Super Looka,LOSER,9.42,15608.120000000003 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,2875236,5. Understatement,LOSER,2.72,50711.32000000001 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997238,6. Ballroom Dancer,LOSER,77.99,397.5999999999999 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,25279978,7. Effortkat,LOSER,11.31,12478.330000000002 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,36136969,8. Fashion Designer,LOSER,541.31,208.29999999999993 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,24116742,9. Kruptonite,LOSER,120.00,474.9499999999999 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997239,10. La Rapide,WINNER,22.20,6025.9000000000015 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,30111705,11. Mugs Game,LOSER,22.67,2365.9899999999993 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997240,12. Skysafallin,LOSER,78.81,643.36 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997241,13. Zarley Eve,LOSER,380.00,590.63 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37454868,15. Lemon Tart,LOSER,1000.00,184.07 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997242,14. Tanjas Dream,REMOVED,,0 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997244,17. Allgo,REMOVED,,0 
1.177444870,2021-01-01 03:36:00,AU,Murray Bridge,R3 1200m Mdn,37997245,18. Noahs Heart,REMOVED,,0 
